Park	State	Area	Year	Month	Recreation Visitors
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	7/1/2004	732682
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	8/1/2004	657869
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	9/1/2004	406327
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	10/1/2004	135605
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	11/1/2004	13939
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2004	12/1/2004	14597
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	1/1/2005	22297
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	2/1/2005	29018
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	3/1/2005	17324
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	4/1/2005	26116
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	5/1/2005	225811
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	6/1/2005	560014
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	7/1/2005	743165
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	8/1/2005	647288
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	9/1/2005	393362
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	10/1/2005	142912
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	11/1/2005	11505
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2005	12/1/2005	16839
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	1/1/2006	23989
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	2/1/2006	29011
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	3/1/2006	18879
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	4/1/2006	29381
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	5/1/2006	230762
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	6/1/2006	557213
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	7/1/2006	738807
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	8/1/2006	635666
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	9/1/2006	428369
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	10/1/2006	146790
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	11/1/2006	12382
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2006	12/1/2006	19046
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	1/1/2007	25476
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	2/1/2007	30928
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	3/1/2007	20225
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	4/1/2007	27798
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	5/1/2007	264203
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	6/1/2007	609606
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	7/1/2007	822773
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	8/1/2007	710781
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	9/1/2007	463994
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	10/1/2007	139789
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	11/1/2007	15362
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2007	12/1/2007	20408
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	1/1/2008	26864
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	2/1/2008	33557
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	3/1/2008	19147
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	4/1/2008	24433
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	5/1/2008	217938
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	6/1/2008	593405
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	7/1/2008	808110
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	8/1/2008	731063
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	9/1/2008	437552
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	10/1/2008	145488
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	11/1/2008	12671
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2008	12/1/2008	16352
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	1/1/2009	24770
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	2/1/2009	28355
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	3/1/2009	17317
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	4/1/2009	24831
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	5/1/2009	261763
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	6/1/2009	643844
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	7/1/2009	900515
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	8/1/2009	752983
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	9/1/2009	489438
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	10/1/2009	123867
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	11/1/2009	9397
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2009	12/1/2009	18107
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	1/1/2010	25595
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	2/1/2010	29108
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	3/1/2010	21028
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	4/1/2010	32763
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	5/1/2010	250445
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	6/1/2010	694841
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	7/1/2010	957785
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	8/1/2010	854837
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	9/1/2010	550504
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	10/1/2010	189072
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	11/1/2010	16819
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2010	12/1/2010	17388
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	1/1/2011	24517
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	2/1/2011	28174
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	3/1/2011	18728
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	4/1/2011	28147
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	5/1/2011	207842
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	6/1/2011	634316
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	7/1/2011	906935
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	8/1/2011	805173
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	9/1/2011	536349
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	10/1/2011	175433
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	11/1/2011	12198
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2011	12/1/2011	16514
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	1/1/2012	24766
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	2/1/2012	27752
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	3/1/2012	20248
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	4/1/2012	29056
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	5/1/2012	268251
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	6/1/2012	671825
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	7/1/2012	888335
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	8/1/2012	780286
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	9/1/2012	527610
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	10/1/2012	177069
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	11/1/2012	14059
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2012	12/1/2012	18472
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	1/1/2013	24699
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	2/1/2013	31053
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	3/1/2013	18613
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	4/1/2013	24606
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	5/1/2013	293250
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	6/1/2013	624429
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	7/1/2013	812212
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	8/1/2013	725136
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	9/1/2013	557925
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	10/1/2013	47560
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	11/1/2013	11169
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2013	12/1/2013	17378
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	1/1/2014	26778
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	2/1/2014	28233
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	3/1/2014	18778
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	4/1/2014	31356
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	5/1/2014	310039
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	6/1/2014	669642
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	7/1/2014	858856
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	8/1/2014	773357
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	9/1/2014	571764
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	10/1/2014	194804
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	11/1/2014	11537
Yellowstone NP	Idaho, Montana, Wyoming	3468 sq. miles	2014	12/1/2014	18340
Yosemite NP	California	1169 sq. miles	1995	1/1/1995	123844
Yosemite NP	California	1169 sq. miles	1995	2/1/1995	151102
Yosemite NP	California	1169 sq. miles	1995	3/1/1995	124710
Yosemite NP	California	1169 sq. miles	1995	4/1/1995	250592
Yosemite NP	California	1169 sq. miles	1995	5/1/1995	279575
Yosemite NP	California	1169 sq. miles	1995	6/1/1995	449511
Yosemite NP	California	1169 sq. miles	1995	7/1/1995	663052
Yosemite NP	California	1169 sq. miles	1995	8/1/1995	656064
Yosemite NP	California	1169 sq. miles	1995	9/1/1995	551886
Yosemite NP	California	1169 sq. miles	1995	10/1/1995	409319
Yosemite NP	California	1169 sq. miles	1995	11/1/1995	210295
Yosemite NP	California	1169 sq. miles	1995	12/1/1995	88456
Yosemite NP	California	1169 sq. miles	1996	1/1/1996	104086
Yosemite NP	California	1169 sq. miles	1996	2/1/1996	135115
Yosemite NP	California	1169 sq. miles	1996	3/1/1996	180709
Yosemite NP	California	1169 sq. miles	1996	4/1/1996	253532
Yosemite NP	California	1169 sq. miles	1996	5/1/1996	347364
Yosemite NP	California	1169 sq. miles	1996	6/1/1996	527284
Yosemite NP	California	1169 sq. miles	1996	7/1/1996	622855
Yosemite NP	California	1169 sq. miles	1996	8/1/1996	679862
Yosemite NP	California	1169 sq. miles	1996	9/1/1996	517934
Yosemite NP	California	1169 sq. miles	1996	10/1/1996	365313
Yosemite NP	California	1169 sq. miles	1996	11/1/1996	172037
Yosemite NP	California	1169 sq. miles	1996	12/1/1996	140116
Yosemite NP	California	1169 sq. miles	1997	1/1/1997	12520
Yosemite NP	California	1169 sq. miles	1997	2/1/1997	64201
Yosemite NP	California	1169 sq. miles	1997	3/1/1997	136476
Yosemite NP	California	1169 sq. miles	1997	4/1/1997	200212
Yosemite NP	California	1169 sq. miles	1997	5/1/1997	319108
Yosemite NP	California	1169 sq. miles	1997	6/1/1997	460459
Yosemite NP	California	1169 sq. miles	1997	7/1/1997	595059
Yosemite NP	California	1169 sq. miles	1997	8/1/1997	697060
Yosemite NP	California	1169 sq. miles	1997	9/1/1997	516567
Yosemite NP	California	1169 sq. miles	1997	10/1/1997	372171
Yosemite NP	California	1169 sq. miles	1997	11/1/1997	168533
Yosemite NP	California	1169 sq. miles	1997	12/1/1997	127604
Yosemite NP	California	1169 sq. miles	1998	1/1/1998	114143
Yosemite NP	California	1169 sq. miles	1998	2/1/1998	109163
Yosemite NP	California	1169 sq. miles	1998	3/1/1998	157257
Yosemite NP	California	1169 sq. miles	1998	4/1/1998	231495
Yosemite NP	California	1169 sq. miles	1998	5/1/1998	307331
Yosemite NP	California	1169 sq. miles	1998	6/1/1998	345916
Yosemite NP	California	1169 sq. miles	1998	7/1/1998	603790
Yosemite NP	California	1169 sq. miles	1998	8/1/1998	672966
Yosemite NP	California	1169 sq. miles	1998	9/1/1998	480941
Yosemite NP	California	1169 sq. miles	1998	10/1/1998	384428
Yosemite NP	California	1169 sq. miles	1998	11/1/1998	142002
Yosemite NP	California	1169 sq. miles	1998	12/1/1998	107700
Yosemite NP	California	1169 sq. miles	1999	1/1/1999	100857
Yosemite NP	California	1169 sq. miles	1999	2/1/1999	102345
Yosemite NP	California	1169 sq. miles	1999	3/1/1999	136795
Yosemite NP	California	1169 sq. miles	1999	4/1/1999	169517
Yosemite NP	California	1169 sq. miles	1999	5/1/1999	335374
Yosemite NP	California	1169 sq. miles	1999	6/1/1999	448560
Yosemite NP	California	1169 sq. miles	1999	7/1/1999	558114
Yosemite NP	California	1169 sq. miles	1999	8/1/1999	625405
Yosemite NP	California	1169 sq. miles	1999	9/1/1999	433178
Yosemite NP	California	1169 sq. miles	1999	10/1/1999	330334
Yosemite NP	California	1169 sq. miles	1999	11/1/1999	150843
Yosemite NP	California	1169 sq. miles	1999	12/1/1999	102285
Yosemite NP	California	1169 sq. miles	2000	1/1/2000	93633
Yosemite NP	California	1169 sq. miles	2000	2/1/2000	103444
Yosemite NP	California	1169 sq. miles	2000	3/1/2000	136523
Yosemite NP	California	1169 sq. miles	2000	4/1/2000	216087
Yosemite NP	California	1169 sq. miles	2000	5/1/2000	317009
Yosemite NP	California	1169 sq. miles	2000	6/1/2000	454638
Yosemite NP	California	1169 sq. miles	2000	7/1/2000	548440
Yosemite NP	California	1169 sq. miles	2000	8/1/2000	546981
Yosemite NP	California	1169 sq. miles	2000	9/1/2000	388707
Yosemite NP	California	1169 sq. miles	2000	10/1/2000	324484
Yosemite NP	California	1169 sq. miles	2000	11/1/2000	144958
Yosemite NP	California	1169 sq. miles	2000	12/1/2000	125999
Yosemite NP	California	1169 sq. miles	2001	1/1/2001	102455
Yosemite NP	California	1169 sq. miles	2001	2/1/2001	101897
Yosemite NP	California	1169 sq. miles	2001	3/1/2001	142141
Yosemite NP	California	1169 sq. miles	2001	4/1/2001	192936
Yosemite NP	California	1169 sq. miles	2001	5/1/2001	315897
Yosemite NP	California	1169 sq. miles	2001	6/1/2001	434014
Yosemite NP	California	1169 sq. miles	2001	7/1/2001	528849
Yosemite NP	California	1169 sq. miles	2001	8/1/2001	591196
Yosemite NP	California	1169 sq. miles	2001	9/1/2001	448519
Yosemite NP	California	1169 sq. miles	2001	10/1/2001	264465
Yosemite NP	California	1169 sq. miles	2001	11/1/2001	137876
Yosemite NP	California	1169 sq. miles	2001	12/1/2001	108486
Yosemite NP	California	1169 sq. miles	2002	1/1/2002	108906
Yosemite NP	California	1169 sq. miles	2002	2/1/2002	113695
Yosemite NP	California	1169 sq. miles	2002	3/1/2002	141766
Yosemite NP	California	1169 sq. miles	2002	4/1/2002	186682
Yosemite NP	California	1169 sq. miles	2002	5/1/2002	295511
Yosemite NP	California	1169 sq. miles	2002	6/1/2002	436862
Yosemite NP	California	1169 sq. miles	2002	7/1/2002	513789
Yosemite NP	California	1169 sq. miles	2002	8/1/2002	570914
Yosemite NP	California	1169 sq. miles	2002	9/1/2002	426684
Yosemite NP	California	1169 sq. miles	2002	10/1/2002	300919
Yosemite NP	California	1169 sq. miles	2002	11/1/2002	149828
Yosemite NP	California	1169 sq. miles	2002	12/1/2002	116311
Yosemite NP	California	1169 sq. miles	2003	1/1/2003	116984
Yosemite NP	California	1169 sq. miles	2003	2/1/2003	111506
Yosemite NP	California	1169 sq. miles	2003	3/1/2003	137550
Yosemite NP	California	1169 sq. miles	2003	4/1/2003	174337
Yosemite NP	California	1169 sq. miles	2003	5/1/2003	280335
Yosemite NP	California	1169 sq. miles	2003	6/1/2003	445887
Yosemite NP	California	1169 sq. miles	2003	7/1/2003	536683
Yosemite NP	California	1169 sq. miles	2003	8/1/2003	604093
Yosemite NP	California	1169 sq. miles	2003	9/1/2003	405605
Yosemite NP	California	1169 sq. miles	2003	10/1/2003	316366
Yosemite NP	California	1169 sq. miles	2003	11/1/2003	136390
Yosemite NP	California	1169 sq. miles	2003	12/1/2003	112928
Yosemite NP	California	1169 sq. miles	2004	1/1/2004	100020
Yosemite NP	California	1169 sq. miles	2004	2/1/2004	106258
Yosemite NP	California	1169 sq. miles	2004	3/1/2004	146876
Yosemite NP	California	1169 sq. miles	2004	4/1/2004	228212
Yosemite NP	California	1169 sq. miles	2004	5/1/2004	326017
Yosemite NP	California	1169 sq. miles	2004	6/1/2004	449566
Yosemite NP	California	1169 sq. miles	2004	7/1/2004	531864
Yosemite NP	California	1169 sq. miles	2004	8/1/2004	508094
Yosemite NP	California	1169 sq. miles	2004	9/1/2004	393437
Yosemite NP	California	1169 sq. miles	2004	10/1/2004	272200
Yosemite NP	California	1169 sq. miles	2004	11/1/2004	121622
Yosemite NP	California	1169 sq. miles	2004	12/1/2004	96745
Yosemite NP	California	1169 sq. miles	2005	1/1/2005	91238
Yosemite NP	California	1169 sq. miles	2005	2/1/2005	103756
Yosemite NP	California	1169 sq. miles	2005	3/1/2005	143335
Yosemite NP	California	1169 sq. miles	2005	4/1/2005	195385
Yosemite NP	California	1169 sq. miles	2005	5/1/2005	304552
Yosemite NP	California	1169 sq. miles	2005	6/1/2005	413124
Yosemite NP	California	1169 sq. miles	2005	7/1/2005	554567
Yosemite NP	California	1169 sq. miles	2005	8/1/2005	485643
Yosemite NP	California	1169 sq. miles	2005	9/1/2005	430134
Yosemite NP	California	1169 sq. miles	2005	10/1/2005	318508
Yosemite NP	California	1169 sq. miles	2005	11/1/2005	152671
Yosemite NP	California	1169 sq. miles	2005	12/1/2005	111231
Yosemite NP	California	1169 sq. miles	2006	1/1/2006	104591
Yosemite NP	California	1169 sq. miles	2006	2/1/2006	101194
Yosemite NP	California	1169 sq. miles	2006	3/1/2006	125556
Yosemite NP	California	1169 sq. miles	2006	4/1/2006	189472
Yosemite NP	California	1169 sq. miles	2006	5/1/2006	309387
Yosemite NP	California	1169 sq. miles	2006	6/1/2006	382972
Yosemite NP	California	1169 sq. miles	2006	7/1/2006	510932
Yosemite NP	California	1169 sq. miles	2006	8/1/2006	528254
Yosemite NP	California	1169 sq. miles	2006	9/1/2006	421502
Yosemite NP	California	1169 sq. miles	2006	10/1/2006	298771
Yosemite NP	California	1169 sq. miles	2006	11/1/2006	165499
Yosemite NP	California	1169 sq. miles	2006	12/1/2006	104514
Yosemite NP	California	1169 sq. miles	2007	1/1/2007	99892
Yosemite NP	California	1169 sq. miles	2007	2/1/2007	100941
Yosemite NP	California	1169 sq. miles	2007	3/1/2007	135925
Yosemite NP	California	1169 sq. miles	2007	4/1/2007	219854
Yosemite NP	California	1169 sq. miles	2007	5/1/2007	374184
Yosemite NP	California	1169 sq. miles	2007	6/1/2007	466054
Yosemite NP	California	1169 sq. miles	2007	7/1/2007	543235
Yosemite NP	California	1169 sq. miles	2007	8/1/2007	550172
Yosemite NP	California	1169 sq. miles	2007	9/1/2007	417882
Yosemite NP	California	1169 sq. miles	2007	10/1/2007	298122
Yosemite NP	California	1169 sq. miles	2007	11/1/2007	178846
Yosemite NP	California	1169 sq. miles	2007	12/1/2007	118321
Yosemite NP	California	1169 sq. miles	2008	1/1/2008	95124
Yosemite NP	California	1169 sq. miles	2008	2/1/2008	107729
Yosemite NP	California	1169 sq. miles	2008	3/1/2008	153735
Yosemite NP	California	1169 sq. miles	2008	4/1/2008	199592
Yosemite NP	California	1169 sq. miles	2008	5/1/2008	361193
Yosemite NP	California	1169 sq. miles	2008	6/1/2008	473186
Yosemite NP	California	1169 sq. miles	2008	7/1/2008	539874
Yosemite NP	California	1169 sq. miles	2008	8/1/2008	543799
Yosemite NP	California	1169 sq. miles	2008	9/1/2008	416918
Yosemite NP	California	1169 sq. miles	2008	10/1/2008	295547
Yosemite NP	California	1169 sq. miles	2008	11/1/2008	146838
Yosemite NP	California	1169 sq. miles	2008	12/1/2008	97979
Yosemite NP	California	1169 sq. miles	2009	1/1/2009	101984
Yosemite NP	California	1169 sq. miles	2009	2/1/2009	78795
Yosemite NP	California	1169 sq. miles	2009	3/1/2009	132711
Yosemite NP	California	1169 sq. miles	2009	4/1/2009	230828
Yosemite NP	California	1169 sq. miles	2009	5/1/2009	399683
Yosemite NP	California	1169 sq. miles	2009	6/1/2009	483382
Yosemite NP	California	1169 sq. miles	2009	7/1/2009	586591
Yosemite NP	California	1169 sq. miles	2009	8/1/2009	643300
Yosemite NP	California	1169 sq. miles	2009	9/1/2009	471530
Yosemite NP	California	1169 sq. miles	2009	10/1/2009	346826
Yosemite NP	California	1169 sq. miles	2009	11/1/2009	151297
Yosemite NP	California	1169 sq. miles	2009	12/1/2009	110545
Yosemite NP	California	1169 sq. miles	2010	1/1/2010	96089
Yosemite NP	California	1169 sq. miles	2010	2/1/2010	100379
Yosemite NP	California	1169 sq. miles	2010	3/1/2010	149651
Yosemite NP	California	1169 sq. miles	2010	4/1/2010	224461
Yosemite NP	California	1169 sq. miles	2010	5/1/2010	382414
Yosemite NP	California	1169 sq. miles	2010	6/1/2010	521059
Yosemite NP	California	1169 sq. miles	2010	7/1/2010	643566
Yosemite NP	California	1169 sq. miles	2010	8/1/2010	659857
Yosemite NP	California	1169 sq. miles	2010	9/1/2010	520210
Yosemite NP	California	1169 sq. miles	2010	10/1/2010	356370
Yosemite NP	California	1169 sq. miles	2010	11/1/2010	148459
Yosemite NP	California	1169 sq. miles	2010	12/1/2010	98893
Yosemite NP	California	1169 sq. miles	2011	1/1/2011	100718
Yosemite NP	California	1169 sq. miles	2011	2/1/2011	93588
Yosemite NP	California	1169 sq. miles	2011	3/1/2011	100433
Yosemite NP	California	1169 sq. miles	2011	4/1/2011	231372
Yosemite NP	California	1169 sq. miles	2011	5/1/2011	356588
Yosemite NP	California	1169 sq. miles	2011	6/1/2011	503741
Yosemite NP	California	1169 sq. miles	2011	7/1/2011	704553
Yosemite NP	California	1169 sq. miles	2011	8/1/2011	699749
Yosemite NP	California	1169 sq. miles	2011	9/1/2011	533502
Yosemite NP	California	1169 sq. miles	2011	10/1/2011	360449
Yosemite NP	California	1169 sq. miles	2011	11/1/2011	139079
Yosemite NP	California	1169 sq. miles	2011	12/1/2011	127621
Yosemite NP	California	1169 sq. miles	2012	1/1/2012	120496
Yosemite NP	California	1169 sq. miles	2012	2/1/2012	113341
Yosemite NP	California	1169 sq. miles	2012	3/1/2012	136687
Yosemite NP	California	1169 sq. miles	2012	4/1/2012	243102
Yosemite NP	California	1169 sq. miles	2012	5/1/2012	356500
Yosemite NP	California	1169 sq. miles	2012	6/1/2012	528186
Yosemite NP	California	1169 sq. miles	2012	7/1/2012	623101
Yosemite NP	California	1169 sq. miles	2012	8/1/2012	660118
Yosemite NP	California	1169 sq. miles	2012	9/1/2012	482004
Yosemite NP	California	1169 sq. miles	2012	10/1/2012	322687
Yosemite NP	California	1169 sq. miles	2012	11/1/2012	141868
Yosemite NP	California	1169 sq. miles	2012	12/1/2012	125314
Yosemite NP	California	1169 sq. miles	2013	1/1/2013	103910
Yosemite NP	California	1169 sq. miles	2013	2/1/2013	114440
Yosemite NP	California	1169 sq. miles	2013	3/1/2013	165409
Yosemite NP	California	1169 sq. miles	2013	4/1/2013	231178
Yosemite NP	California	1169 sq. miles	2013	5/1/2013	370422
Yosemite NP	California	1169 sq. miles	2013	6/1/2013	508941
Yosemite NP	California	1169 sq. miles	2013	7/1/2013	611538
Yosemite NP	California	1169 sq. miles	2013	8/1/2013	552137
Yosemite NP	California	1169 sq. miles	2013	9/1/2013	460855
Yosemite NP	California	1169 sq. miles	2013	10/1/2013	279526
Yosemite NP	California	1169 sq. miles	2013	11/1/2013	161356
Yosemite NP	California	1169 sq. miles	2013	12/1/2013	131479
Yosemite NP	California	1169 sq. miles	2014	1/1/2014	112133
Yosemite NP	California	1169 sq. miles	2014	2/1/2014	113403
Yosemite NP	California	1169 sq. miles	2014	3/1/2014	146750
Yosemite NP	California	1169 sq. miles	2014	4/1/2014	242722
Yosemite NP	California	1169 sq. miles	2014	5/1/2014	333308
Yosemite NP	California	1169 sq. miles	2014	6/1/2014	496363
Yosemite NP	California	1169 sq. miles	2014	7/1/2014	623663
Yosemite NP	California	1169 sq. miles	2014	8/1/2014	654157
Yosemite NP	California	1169 sq. miles	2014	9/1/2014	467205
Yosemite NP	California	1169 sq. miles	2014	10/1/2014	354769
Yosemite NP	California	1169 sq. miles	2014	11/1/2014	203678
Yosemite NP	California	1169 sq. miles	2014	12/1/2014	134491
Zion NP	Utah	147 sq. miles	1995	1/1/1995	60215
Zion NP	Utah	147 sq. miles	1995	2/1/1995	70317
Zion NP	Utah	147 sq. miles	1995	3/1/1995	119841
Zion NP	Utah	147 sq. miles	1995	4/1/1995	189511
Zion NP	Utah	147 sq. miles	1995	5/1/1995	202000
Zion NP	Utah	147 sq. miles	1995	6/1/1995	337268
Zion NP	Utah	147 sq. miles	1995	7/1/1995	363645
Zion NP	Utah	147 sq. miles	1995	8/1/1995	377107
Zion NP	Utah	147 sq. miles	1995	9/1/1995	312443
Zion NP	Utah	147 sq. miles	1995	10/1/1995	224457
Zion NP	Utah	147 sq. miles	1995	11/1/1995	119920
Zion NP	Utah	147 sq. miles	1995	12/1/1995	53438
Zion NP	Utah	147 sq. miles	1996	1/1/1996	58277
Zion NP	Utah	147 sq. miles	1996	2/1/1996	70136
Zion NP	Utah	147 sq. miles	1996	3/1/1996	126044
Zion NP	Utah	147 sq. miles	1996	4/1/1996	237607
